N;Calculated Area;Relative Deviation
66100;0.94623001081684277036;0.0018134396525013949525
66600;0.9440811015067702705;-0.00046170085542498404954
67100;0.9439016107022668578;-0.00065173530602366069701
67600;0.94818110423654144991;0.0038791441720445237612
68100;0.94549619042936716706;0.0010365131990385219665
68600;0.94430813085366771542;-0.00022133535410142170848
69100;0.94109314027122437096;-0.0036251808642090107594
69600;0.94140851262379610098;-0.003291282913721851628
70100;0.94335988793057934387;-0.001225279948487345864
70600;0.94330063467691516177;-0.0012880138558727951235
71100;0.94398060615815204688;-0.00056809950027602706263
71600;0.94145627122478070525;-0.003240718877728029218
72100;0.94349188091066438222;-0.0010855334387831932271
72600;0.94167716511933463597;-0.0030068492373957855616
73100;0.94431610740932436787;-0.00021289023973427933329
73600;0.94549257424978128128;0.0010326845978866625638
74100;0.94292512077013912464;-0.0016855861948222819902
74600;0.94553614872904823141;0.0010788187285488315577
75100;0.94350192292806134287;-0.0010749015333537566275
75600;0.94519828215250534242;0.00072110519872974358693
76100;0.94447420698751638479;-4.5503578536094032594e-05
76600;0.9481492398633513119;0.0038454080223313835164
77100;0.94628053720999094622;0.001866934066263765523
77600;0.94746424468372558714;0.0031201748663317878558
78100;0.94335114339727144106;-0.0012345381530371925954
78600;0.94339339580240344496;-0.0011898037577686014672
79100;0.94515760491313527414;0.00067803849758620493484
79600;0.94798318557501504156;0.0036695993755272104074
80100;0.94732470119893263938;0.0029724343202875563863
80600;0.94121536848413156484;-0.0034957727234870440008
81100;0.94640200173246236126;0.0019955336558580452459
81600;0.94564276232988730975;0.0011916950238991912137
82100;0.94347682461889403882;-0.0011014741670146285454
82600;0.94035345975841533317;-0.0044083116783981040124
83100;0.94548061830385576876;0.0010200263359682975022
83600;0.94507399821108017957;0.00058952057191661970132
84100;0.94143204594775264926;-0.003266367195609070663
84600;0.94527989814112667322;0.0008075154725074597771
85100;0.94654142472710822709;0.0021431466339248161392
85600;0.94562701432057594264;0.0011750219452655078466
86100;0.94363438183900349987;-0.00093466172308919652587
86600;0.94440723362824607889;-0.00011641108585320776982
87100;0.94346341733004490671;-0.0011156690266204537937
87600;0.94290137710948740413;-0.0017107246052251688651
88100;0.94594954999641223115;0.0015165040068429664136
88600;0.94711513818260506525;0.0027505611564572897236
89100;0.94356790257207867612;-0.001005046114095820356
89600;0.94411993749896772066;-0.00042058355996734065252
90100;0.94269582627253067919;-0.0019283499063052957773
90600;0.94419856084406639241;-0.00033734172353235957614
91100;0.94505362994586616932;0.00056795583437866422986
91600;0.94108225886579366382;-0.0036367014649912451571
92100;0.9466137667701661762;0.0022197381921705860476
92600;0.94197492016591588548;-0.0026916034684183820849
93100;0.94353515800480669551;-0.0010397141622381078901
93600;0.94482498913027901377;0.00032588420349624575923
94100;0.94146512080453348403;-0.0032313494560966471089
94600;0.9457649218445920436;0.0013210304309499388761
95100;0.94582658454766677103;0.0013863153235863878796
95600;0.94549534562804193882;0.0010356187724067569128
96100;0.94642925107643915972;0.0020243836803823201873
96600;0.94501137297316673003;0.00052321660323466129185
97100;0.94214054837021010691;-0.0025162459346785444846
97600;0.94808493591992115679;0.0037773267376389101438
98100;0.94629803887991237321;0.0018854638190122666262
98600;0.9461519710021268903;0.0017308156241820343152
99100;0.94522534430357429969;0.00074975703426324522005
99600;0.94414486963962851451;-0.00039418685588084914065
100100;0.9429253398477424053;-0.0016853542481657772262
